Campaign_number:;Profile_count:;Profile:;date:;Latitude_S_(digital):;Longitude_E_(digital):;Distance_to_GEF_(m):;Rope_length_(m):;Max_depth_(m):;TOB_name_in_Database:;Purpose_of_sampling:;pH_Calibration_(7):;pH_Calibration_(9):;pH_Calibration_(4):
63;;8;120425;-2.07924;29.22588;2555;352.992;352.99;W4261507_8.TOB;Near Plant Monitoring/2012;7.89;9.38;5.05
63;;9;120425;-2.07488;29.25403;5735;263.226;263.23;W4261507_9.TOB;Near Plant Monitoring/2012;7.89;9.38;5.05
63;;10;120425;-2.07029;29.28133;8785;241.885;241.88;W4261507_10.TOB;Near Plant Monitoring/2012;7.89;9.38;5.05
63;;11;120425;-2.06558;29.30758;1171;151.582;151.58;W4261507_11.TOB;Near Plant Monitoring/2012;7.89;9.38;5.05
63;;12;120426;-2.14142;29.20294;895;98.157;151.58;W4261507_12.TOB;Near Plant Monitoring/2012;7.89;9.38;5.05
64;;2;120606;-2.08665;29.20214;0;350.416;350.42;W120606_2.TOB;Near Plant Monitoring/2012;8.22;10.04;5.12
64;;3;120606;-2.0867;29.19297;1055;352.632;352.63;W120606_3.TOB;Near Plant Monitoring/2012;8.22;10.04;5.12
64;;4;120606;-2.09669;29.20331;995;353.578;353.58;W120606_4.TOB;Near Plant Monitoring/2012;8.22;10.04;5.12
64;;5;120606;-2.08707;29.21275;1170;355.985;355.99;W120606_5.TOB;Near Plant Monitoring/2012;8.22;10.04;5.12
64;;6;120606;-2.07788;29.20225;1105;356.669;356.67;W120606_6.TOB;Near Plant Monitoring/2012;8.22;10.04;5.12
64;;7;120606;-2.07685;29.2355;3890;326.623;326.62;W120606_7.TOB;Near Plant Monitoring/2012;8.22;10.04;5.12
64;;8;120606;-2.07312;29.2634;7010;187.561;187.56;W120606_8.TOB;Near Plant Monitoring/2012;8.22;10.04;5.12
64;;9;120606;-2.06874;29.29118;10125;153.97;153.97;W120606_9.TOB;Near Plant Monitoring/2012;8.22;10.04;5.12
64;;10;120606;-2.06482;29.32003;13355;57.216;57.22;W120606_10.TOB;Near Plant Monitoring/2012;8.22;10.04;5.12
64;;11;120607;-2.08916;29.20172;183;94.584;94.58;W120606_11.TOB;Near Plant Monitoring/2012;8.22;10.04;5.12
65;;1;120611;-1.73062;29.24448;256;160;156.43;W6121145_34.TOB;Near Plant Monitoring/2012;8.13;10.04;5.3
65;;2;120611;-1.73035;29.24293;206;160;155.47;W6121145_35.TOB;Near Plant Monitoring/2012;8.13;10.04;5.3
65;;3;120611;-1.73084;29.24223;190;160;147.4;W6121145_36.TOB;Near Plant Monitoring/2012;8.13;10.04;5.3
65;;4;120611;-1.73219;29.24158;139;160;154.89;W6121145_37.TOB;Near Plant Monitoring/2012;8.13;10.04;5.3
65;;5;120611;-1.73357;29.24157;180;160;154.69;W6121145_38.TOB;Near Plant Monitoring/2012;8.13;10.04;5.3
65;;6;120611;-1.73377;29.24333;188;160;153.06;W6121145_39.TOB;Near Plant Monitoring/2012;8.13;10.04;5.3
65;;7;120611;-1.73295;29.24482;242;160;146.84;W6121145_40.TOB;Near Plant Monitoring/2012;8.13;10.04;5.3
65;;8;120611;-1.73158;29.24496;248;160;155.87;W6121145_41.TOB;Near Plant Monitoring/2012;8.13;10.04;5.3
65;;9;120611;-1.73217;29.2429;0;160;162.26;W6121145_43.TOB;Near Plant Monitoring/2012;8.13;10.04;5.3
65;;10;120611;-1.73235;29.2428;0;160;156.03;W6121145_44.TOB;Near Plant Monitoring/2012;8.13;10.04;5.3
65;;11;120611;-1.7322;29.24282;0;160;156.25;W6121145_45.TOB;Near Plant Monitoring/2012;8.13;10.04;5.3
65;;12;120611;-1.73213;29.24282;0;160;156.2;W6121145_46.TOB;Near Plant Monitoring/2012;8.13;10.04;5.3
65;;14;120611;-1.7305;29.24759;561;80;74.98;W6121145_48.TOB;Near Plant Monitoring/2012;8.13;10.04;5.3
66;;2;120710;-2.08704;29.20198;262;356.4;356.37;W120710_2.TOB;Near Plant Monitoring/2012;9.94;11.2;7.5
66;;3;120710;-2.08322;29.20237;521;369.2;369.17;W120710_3.TOB;Near Plant Monitoring/2012;9.94;11.2;7.5
66;;4;120710;-2.08768;29.19867;386;362.1;360.97;W120710_4.TOB;Near Plant Monitoring/2012;9.94;11.2;7.5
66;;5;120710;-2.09134;29.20228;399;362.1;362.1;W120710_5.TOB;Near Plant Monitoring/2012;9.94;11.2;7.5
66;;6;120710;-2.08798;29.20567;534;363.8;363.81;W120710_6.TOB;Near Plant Monitoring/2012;9.94;11.2;7.5
66;;7;120710;-2.08011;29.22644;2845;343.1;343.06;W120710_7.TOB;Near Plant Monitoring/2012;9.94;11.2;7.5
66;;8;120710;-2.07378;29.25572;6170;252.1;252.14;W120710_8.TOB;Near Plant Monitoring/2012;9.94;11.2;7.5
66;;9;120710;-2.06993;29.28228;9230;229.1;229.08;W120710_9.TOB;Near Plant Monitoring/2012;9.94;11.2;7.5
66;;10;120710;-2.06774;29.29841;12345;197.9;197.94;W120710_10.TOB;Near Plant Monitoring/2012;9.94;11.2;7.5
66;;11;120711;-2.08663;29.20182;98;78.8;78.78;W120710_11.TOB;Near Plant Monitoring/2012;9.94;11.2;7.5
67;;2;120730;-1.73313;29.24668;440;160;154.92;W7310821_2.TOB;Near Plant Monitoring/2012;9.34;10.78;6.89
67;;4;120730;-1.73123;29.24638;423;160;155.19;W7310821_4.TOB;Near Plant Monitoring/2012;9.34;10.78;6.89
67;;5;120730;-1.7298;29.24562;409;160;155.61;W7310821_5.TOB;Near Plant Monitoring/2012;9.34;10.78;6.89
67;;8;120730;-1.7283;29.24418;444;160;155.38;W7310821_8.TOB;Near Plant Monitoring/2012;9.34;10.78;6.89
67;;9;120730;-1.72848;29.2418;439;160;154.98;W7310821_9.TOB;Near Plant Monitoring/2012;9.34;10.78;6.89
67;;10;120730;-1.72914;29.24072;416;160;155.33;W7310821_10.TOB;Near Plant Monitoring/2012;9.34;10.78;6.89
67;;11;120730;-1.73061;29.23947;414;160;155.55;W7310821_11.TOB;Near Plant Monitoring/2012;9.34;10.78;6.89
67;;12;120730;-1.73277;29.23919;401;160;155.68;W7310821_12.TOB;Near Plant Monitoring/2012;9.34;10.78;6.89
67;;13;120730;-1.73457;29.24018;395;160;155.69;W7310821_13.TOB;Near Plant Monitoring/2012;9.34;10.78;6.89
67;;14;120730;-1.73558;29.24186;391;160;155.99;W7310821_14.TOB;Near Plant Monitoring/2012;9.34;10.78;6.89
67;;15;120730;-1.7357;29.24406;415;160;155.51;W7310821_15.TOB;Near Plant Monitoring/2012;9.34;10.78;6.89
67;;16;120730;-1.7344;29.24258;392;160;155.75;W7310821_16.TOB;Near Plant Monitoring/2012;9.34;10.78;6.89
67;;17;120730;-1.73219;29.24292;0;160;155.7;W7310821_17.TOB;Near Plant Monitoring/2012;9.34;10.78;6.89
67;;18;120730;-1.73212;29.2428;0;160;155.72;W7310821_18.TOB;Near Plant Monitoring/2012;9.34;10.78;6.89
67;;20;120730;-1.73227;29.2428;0;160;155.87;W7310821_20.TOB;Near Plant Monitoring/2012;9.34;10.78;6.89
67;;21;120730;-1.73223;29.24277;0;160;155.6;W7310821_21.TOB;Near Plant Monitoring/2012;9.34;10.78;6.89
67;;23;120731;-1.72974;29.24787;649;80;80.27;W7310821_23.TOB;Near Plant Monitoring/2012;9.34;10.78;6.89
68;;3;120822;-2.08798;29.20168;308;287;287.46;W120822_3.TOB;Near Plant Monitoring/2012;9.22;10.77;6.67
68;;5;120822;-2.08578;29.19973;400;362;362.26;W120822_5.TOB;Near Plant Monitoring/2012;9.22;10.77;6.67
68;;6;120822;-2.06883;29.28965;9675;157;156.51;W120822_6.TOB;Near Plant Monitoring/2012;9.22;10.77;6.67
68;;7;120822;-2.0728;29.26154;6775;198;198.26;W120822_7.TOB;Near Plant Monitoring/2012;9.22;10.77;6.67
68;;9;120822;-2.07738;29.23442;3765;334;334.01;W120822_9.TOB;Near Plant Monitoring/2012;9.22;10.77;6.67
68;;10;120822;-2.08212;29.20116;641;367;367.32;W120822_10.TOB;Near Plant Monitoring/2012;9.22;10.77;6.67
68;;11;120822;-2.08615;29.20508;376;363;363.15;W120822_11.TOB;Near Plant Monitoring/2012;9.22;10.77;6.67
68;;13;120822;-2.08966;29.20494;377;369;369.07;W120822_13.TOB;Near Plant Monitoring/2012;9.22;10.77;6.67
68;;14;120823;-2.08694;29.20241;69;79;78.71;W120822_14.TOB;Near Plant Monitoring/2012;9.22;10.77;6.67
68;;31;120823;-2.08924;29.20052;242;359;359.46;W120822_31.TOB;Near Plant Monitoring/2012;9.22;10.77;6.67
69;;4;120830;-1.73096;29.24643;433;160;155.3;W120830_4.TOB;Near Plant Monitoring/2012;8.74;10.34;6.13
69;;6;120830;-1.72931;29.24526;422;160;155.44;W120830_6.TOB;Near Plant Monitoring/2012;8.74;10.34;6.13
69;;7;120830;-1.72841;29.24362;428;160;154.84;W120830_7.TOB;Near Plant Monitoring/2012;8.74;10.34;6.13
69;;8;120830;-1.72863;29.24163;424;160;155.02;W120830_8.TOB;Near Plant Monitoring/2012;8.74;10.34;6.13
69;;9;120830;-1.72976;29.24;407;160;155.27;W120830_9.TOB;Near Plant Monitoring/2012;8.74;10.34;6.13
69;;10;120830;-1.73148;29.23925;409;160;154.73;W120830_10.TOB;Near Plant Monitoring/2012;8.74;10.34;6.13
69;;11;120830;-1.73324;29.23928;408;160;155.15;W120830_11.TOB;Near Plant Monitoring/2012;8.74;10.34;6.13
69;;12;120830;-1.73337;29.23853;496;300;289.26;W120830_12.TOB;Near Plant Monitoring/2012;8.74;10.34;6.13
69;;13;120830;-1.73938;29.24041;373;160;165.73;W120830_13.TOB;Near Plant Monitoring/2012;8.74;10.34;6.13
69;;14;120830;-1.73548;29.24197;375;160;154.73;W120830_14.TOB;Near Plant Monitoring/2012;8.74;10.34;6.13
69;;15;120830;-1.73559;29.24383;394;160;153.69;W120830_15.TOB;Near Plant Monitoring/2012;8.74;10.34;6.13
69;;16;120830;-1.73469;29.24533;397;160;154.2;W120830_16.TOB;Near Plant Monitoring/2012;8.74;10.34;6.13
69;;17;120830;-1.7331;29.24635;397;160;153.45;W120830_17.TOB;Near Plant Monitoring/2012;8.74;10.34;6.13
69;;18;120830;-1.73204;29.24282;0;160;155.86;W120830_18.TOB;Near Plant Monitoring/2012;8.74;10.34;6.13
69;;19;120830;-1.73223;29.24276;0;160;155.87;W120830_19.TOB;Near Plant Monitoring/2012;8.74;10.34;6.13
70;;6;120925;-1.73099;29.24599;380;160;155.77;W120925_6.TOB;Near Plant Monitoring/2012;7.01;8.91;4.01
70;;7;120925;-1.72938;29.24535;422;160;155.53;W120925_7.TOB;Near Plant Monitoring/2012;7.01;8.91;4.01
70;;8;120925;-1.72837;29.24375;440;160;154.15;W120925_8.TOB;Near Plant Monitoring/2012;7.01;8.91;4.01
70;;10;120925;-1.72855;29.24184;419;160;154.94;W120925_10.TOB;Near Plant Monitoring/2012;7.01;8.91;4.01
70;;11;120925;-1.72952;29.2401;415;160;154.69;W120925_11.TOB;Near Plant Monitoring/2012;7.01;8.91;4.01
70;;12;120925;-1.73105;29.23933;411;160;154.53;W120925_12.TOB;Near Plant Monitoring/2012;7.01;8.91;4.01
70;;13;120925;-1.73299;29.23933;383;160;152.38;W120925_13.TOB;Near Plant Monitoring/2012;7.01;8.91;4.01
70;;14;120925;-1.73429;29.24043;356;160;151.82;W120925_14.TOB;Near Plant Monitoring/2012;7.01;8.91;4.01
70;;15;120925;-1.73473;29.24088;475;300;290.63;W120925_15.TOB;Near Plant Monitoring/2012;7.01;8.91;4.01
70;;16;120925;-1.73531;29.24182;359;160;147.53;W120925_16.TOB;Near Plant Monitoring/2012;7.01;8.91;4.01
70;;17;120925;-1.73538;29.24363;370;160;151.95;W120925_17.TOB;Near Plant Monitoring/2012;7.01;8.91;4.01
70;;18;120925;-1.73462;29.24542;392;160;154.15;W120925_18.TOB;Near Plant Monitoring/2012;7.01;8.91;4.01
70;;19;120925;-1.73273;29.24634;394;160;148.83;W120925_19.TOB;Near Plant Monitoring/2012;7.01;8.91;4.01
70;;22;120925;-1.73207;29.24283;0;160;155.82;W120925_22.TOB;Near Plant Monitoring/2012;7.01;8.91;4.01
70;;23;120925;-1.7322;29.24273;0;160;155.86;W120925_23.TOB;Near Plant Monitoring/2012;7.01;8.91;4.01
70;;24;120925;-1.7323;29.24282;0;160;155.74;W120925_24.TOB;Near Plant Monitoring/2012;7.01;8.91;4.01
70;;26;120925;-1.73242;29.24252;0;160;155.67;W120925_26.TOB;Near Plant Monitoring/2012;7.01;8.91;4.01
70;;27;120925;-1.72972;29.24801;637.65;80;78.22;W120925_27.TOB;Near Plant Monitoring/2012;7.01;8.91;4.01
71;;2;120926;-2.08288;29.20352;548;370;369.74;W120926_2.TOB;Near Plant Monitoring/2012;7.03;8.91;4
71;;3;120926;-2.08956;29.20577;458;364;364.14;W120926_3.TOB;Near Plant Monitoring/2012;7.03;8.91;4
71;;4;120926;-2.08785;29.19963;390;361;360.83;W120926_4.TOB;Near Plant Monitoring/2012;7.03;8.91;4
71;;6;120926;-2.08934;29.20065;275;360;359.94;W120926_6.TOB;Near Plant Monitoring/2012;7.03;8.91;4
71;;7;120926;-2.08652;29.2022;155;366;366.27;W120926_7.TOB;Near Plant Monitoring/2012;7.03;8.91;4
71;;8;120926;-2.08198;29.2098;1900;359;358.6;W120926_8.TOB;Near Plant Monitoring/2012;7.03;8.91;4
71;;9;120926;-2.07475;29.24448;4925;298;298.19;W120926_9.TOB;Near Plant Monitoring/2012;7.03;8.91;4
71;;10;120926;-2.07109;29.27231;8025;197;196.9;W120926_10.TOB;Near Plant Monitoring/2012;7.03;8.91;4
71;;11;120926;-2.06723;29.30038;11110;159;159.38;W120926_11.TOB;Near Plant Monitoring/2012;7.03;8.91;4
71;;16;120926;-2.08598;29.20204;186;97;97.25;W120926_16.TOB;Near Plant Monitoring/2012;7.03;8.91;4
72;;22;121029;-1.73208;29.24278;0;160;155.78;WA121029_22.TOB;Near Plant Monitoring/2012;7.1;8.98;4.2
72;;23;121029;-1.7322;29.24273;0;160;155.96;WA121029_23.TOB;Near Plant Monitoring/2012;7.1;8.98;4.2
72;;24;121029;-1.73213;29.24338;0;160;155.95;WA121029_24.TOB;Near Plant Monitoring/2012;7.1;8.98;4.2
72;;25;121029;-1.73228;29.24282;0;160;155.5;WA121029_25.TOB;Near Plant Monitoring/2012;7.1;8.98;4.2
72;;28;121029;-1.73189;29.24458;244;160;153.27;WA121029_28.TOB;Near Plant Monitoring/2012;7.1;8.98;4.2
72;;29;121029;-1.73031;29.24316;213;160;154.75;WA121029_29.TOB;Near Plant Monitoring/2012;7.1;8.98;4.2
72;;30;121029;-1.73118;29.24161;175;160;155.48;WA121029_30.TOB;Near Plant Monitoring/2012;7.1;8.98;4.2
72;;31;121029;-1.73284;29.24152;162;160;154.12;WA121029_31.TOB;Near Plant Monitoring/2012;7.1;8.98;4.2
72;;32;121029;-1.73393;29.24279;186;300;155.51;WA121029_32.TOB;Near Plant Monitoring/2012;7.1;8.98;4.2
72;;33;121029;-1.73299;29.24431;199;160;153.88;WA121029_33.TOB;Near Plant Monitoring/2012;7.1;8.98;4.2
72;;34;121029;-1.73055;29.24512;329;160;154.37;WA121029_34.TOB;Near Plant Monitoring/2012;7.1;8.98;4.2
72;;35;121029;-1.72955;29.24343;305;160;155.75;WA121029_35.TOB;Near Plant Monitoring/2012;7.1;8.98;4.2
72;;36;121029;-1.72978;29.24134;316;160;157.5;WA121029_36.TOB;Near Plant Monitoring/2012;7.1;8.98;4.2
72;;37;121029;-1.73123;29.2399;330;160;157.49;WA121029_37.TOB;Near Plant Monitoring/2012;7.1;8.98;4.2
72;;38;121029;-1.73337;29.24034;307;160;157.81;WA121029_38.TOB;Near Plant Monitoring/2012;7.1;8.98;4.2
72;;39;121029;-1.73498;29.24262;309;160;156.79;WA121029_39.TOB;Near Plant Monitoring/2012;7.1;8.98;4.2
72;;40;121029;-1.73418;29.24481;312;160;156.13;WA121029_40.TOB;Near Plant Monitoring/2012;7.1;8.98;4.2
72;;41;121029;-1.73208;29.24543;294;160;155.68;WA121029_41.TOB;Near Plant Monitoring/2012;7.1;8.98;4.2
72;;43;121029;-1.73132;29.24602;365;80;79.81;WA121029_43.TOB;Near Plant Monitoring/2012;7.1;8.98;4.2
73;;4;121128;-1.73208;29.24735;506;155.02;155.02;WB121128_4.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;5;121128;-1.72963;29.2464;507;155.49;155.49;WB121128_5.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;6;121128;-1.72779;29.24452;516;155.61;155.61;WB121128_6.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;7;121128;-1.72783;29.24153;510;155.79;155.79;WB121128_4.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;8;121128;-1.72968;29.23873;505;156;156;WB121128_7.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;9;121128;-1.73198;29.23818;520;151.43;151.43;WB121128_9.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;10;121128;-1.73448;29.24017;400;172.3;172.3;WB121128_10.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;12;121128;-1.73623;29.24253;460;151.15;151.15;WB121128_12.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;14;121128;-1.7356;29.24493;455;144.95;144.95;WB121128_14.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;16;121128;-1.73447;29.24609;455;155.52;155.52;WB121128_16.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;17;121128;-1.73171;29.24553;306;157.43;157.43;WB121128_17.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;18;121128;-1.72993;29.24478;328;159.24;159.24;WB121128_18.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;19;121128;-1.72956;29.24275;302;155.87;155.87;WB121128_19.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;20;121128;-1.73066;29.2408;288;156.43;156.43;WB121128_20.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;21;121128;-1.73281;29.24041;283;155.4;155.4;WB121128_21.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;22;121128;-1.73466;29.24206;290;155.66;155.66;WB121128_22.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;23;121128;-1.73472;29.24423;300;153.57;153.57;WB121128_23.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;24;121128;-1.73478;29.24498;298;154.72;154.72;WB121128_24.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;27;121128;-1.73205;29.24285;0;155.78;155.78;WB121128_27.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;28;121128;-1.73215;29.24285;0;155.98;155.98;WB121128_28.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;29;121128;-1.73222;29.24292;0;155.97;155.97;WB121128_29.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;30;121128;-1.73215;29.24295;0;155.8;155.8;WB121128_30.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
73;;3;121128;-1.73014;29.2499;900;68.79;68.79;WB121128_3.TOB;Near Plant Monitoring/2012;7.21;9.13;4.21
74;;1;121203;-2.08127;29.20472;784;367;366.52;WC041627_1.TOB;Near Plant Monitoring/2012;7.05;9;4.03
74;;2;121203;-2.08331;29.19738;724;364;364.17;WC041627_2.TOB;Near Plant Monitoring/2012;7.05;9;4.03
74;;3;121203;-2.0908;29.19638;722.4;357;356.95;WC041627_3.TOB;Near Plant Monitoring/2012;7.05;9;4.03
74;;4;121203;-2.09594;29.2034;982.8;343;342.85;WC041627_4.TOB;Near Plant Monitoring/2012;7.05;9;4.03
74;;5;121203;-2.09011;29.20883;860.8;310;310.04;WC041627_5.TOB;Near Plant Monitoring/2012;7.05;9;4.03
75;;5;121227;-1.72794;29.24518;549;162.48;162.48;WC121227_5.TOB;Near Plant Monitoring/2012;7.37;9.3;4.35
75;;6;121227;-1.72742;29.24265;526;154.88;154.88;WC121227_6.TOB;Near Plant Monitoring/2012;7.37;9.3;4.35
75;;7;121227;-1.72842;29.23978;540;154.88;154.88;WC121227_7.TOB;Near Plant Monitoring/2012;7.37;9.3;4.35
75;;8;121227;-1.73058;29.23847;524;155;155;WC121227_8.TOB;Near Plant Monitoring/2012;7.37;9.3;4.35
75;;9;121227;-1.73334;29.23862;472;153.3;153.3;WC121227_9.TOB;Near Plant Monitoring/2012;7.37;9.3;4.35
75;;10;121227;-1.73558;29.24023;479;155.58;155.58;WC121227_10.TOB;Near Plant Monitoring/2012;7.37;9.3;4.35
75;;11;121227;-1.73633;29.24292;463;156.46;156.46;WC121227_11.TOB;Near Plant Monitoring/2012;7.37;9.3;4.35
75;;12;121227;-1.73556;29.24526;461;155.44;155.44;WC121227_12.TOB;Near Plant Monitoring/2012;7.37;9.3;4.35
75;;13;121227;-1.73373;29.24699;493;153.1;153.1;WC121227_13.TOB;Near Plant Monitoring/2012;7.37;9.3;4.35
75;;14;121227;-1.73099;29.24718;503;156.67;156.67;WC121227_14.TOB;Near Plant Monitoring/2012;7.37;9.3;4.35
75;;15;121227;-1.73093;29.24401;190;155.94;155.94;WC121227_15.TOB;Near Plant Monitoring/2012;7.37;9.3;4.35
75;;16;121227;-1.73068;29.2417;211;155.23;155.23;WC121227_16.TOB;Near Plant Monitoring/2012;7.37;9.3;4.35
75;;18;121227;-1.73413;29.24183;241;152.41;152.41;WC121227_18.TOB;Near Plant Monitoring/2012;7.37;9.3;4.35
75;;19;121227;-1.73363;29.24363;193;157.35;157.35;WC121227_19.TOB;Near Plant Monitoring/2012;7.37;9.3;4.35
75;;20;121227;-1.73198;29.2442;168;166.44;166.44;WC121227_20.TOB;Near Plant Monitoring/2012;7.37;9.3;4.35
75;;21;121227;-1.73205;29.24282;0;156.71;156.71;WC121227_21.TOB;Near Plant Monitoring/2012;7.37;9.3;4.35
75;;22;121227;-1.73217;29.24275;0;172.65;172.65;WC121227_22.TOB;Near Plant Monitoring/2012;7.37;9.3;4.35
75;;24;121227;-1.73223;29.24295;0;156.72;156.72;WC121227_24.TOB;Near Plant Monitoring/2012;7.37;9.3;4.35
75;;25;121227;-1.73217;29.24295;0;157.93;157.93;WC121227_25.TOB;Near Plant Monitoring/2012;7.37;9.3;4.35
75;;29;121227;-1.73054;29.24795;673.5;78.01;78.01;WC121227_29.TOB;Near Plant Monitoring/2012;7.37;9.3;4.35
76;986;7;130129;-1.73073;29.24613;407;157.363;157.36;X130129_7.TOB;Near Plant Monitoring/2013;7.29;9.19;4.29
76;987;8;130129;-1.72925;29.24528;439;157.705;157.71;X130129_8.TOB;Near Plant Monitoring/2013;7.29;9.19;4.29
76;988;9;130129;-1.72882;29.24373;399;157.245;157.25;X130129_9.TOB;Near Plant Monitoring/2013;7.29;9.19;4.29
76;989;11;130129;-1.72873;29.24173;412;157.643;157.64;X130129_11.TOB;Near Plant Monitoring/2013;7.29;9.19;4.29
76;990;12;130129;-1.72983;29.24027;385;157.499;157.5;X130129_12.TOB;Near Plant Monitoring/2013;7.29;9.19;4.29
76;991;13;130129;-1.73088;29.23943;403;156.312;156.31;X130129_13.TOB;Near Plant Monitoring/2013;7.29;9.19;4.29
76;992;14;130129;-1.73262;29.23933;395;155.665;155.67;X130129_14.TOB;Near Plant Monitoring/2013;7.29;9.19;4.29
76;993;15;130129;-1.73393;29.24053;332;155.132;155.13;X130129_15.TOB;Near Plant Monitoring/2013;7.29;9.19;4.29
76;994;16;130129;-1.73489;29.24178;328;155.516;155.52;X130129_16.TOB;Near Plant Monitoring/2013;7.29;9.19;4.29
76;995;17;130129;-1.73523;29.24367;354;159.33;159.33;X130129_17.TOB;Near Plant Monitoring/2013;7.29;9.19;4.29
76;996;18;130129;-1.73448;29.24519;371;156.126;156.13;X130129_18.TOB;Near Plant Monitoring/2013;7.29;9.19;4.29
76;997;19;130129;-1.73332;29.24648;427;158.295;158.3;X130129_19.TOB;Near Plant Monitoring/2013;7.29;9.19;4.29
76;998;20;130129;-1.73108;29.2444;220;158.469;158.47;X130129_20.TOB;Near Plant Monitoring/2013;7.29;9.19;4.29
76;999;21;130129;-1.72984;29.24285;233;155.097;155.1;X130129_21.TOB;Near Plant Monitoring/2013;7.29;9.19;4.29
76;1000;22;130129;-1.73116;29.24119;233;157.185;157.19;X130129_22.TOB;Near Plant Monitoring/2013;7.29;9.19;4.29
76;1001;23;130129;-1.73278;29.24134;173;157.618;157.62;X130129_23.TOB;Near Plant Monitoring/2013;7.29;9.19;4.29
76;1002;24;130129;-1.73376;29.24278;175;157.863;157.86;X130129_24.TOB;Near Plant Monitoring/2013;7.29;9.19;4.29
76;1003;25;130129;-1.73283;29.2446;215;158.247;158.25;X130129_25.TOB;Near Plant Monitoring/2013;7.29;9.19;4.29
76;1004;26;130129;-1.73261;29.24837;615;75.033;75.03;X130129_26.TOB;Near Plant Monitoring/2013;7.29;9.19;4.29
77;1005;2;130228;-1.73182;29.24711;480;150.695;150.69;X130228_2.TOB;Near Plant Monitoring/2013;7.3;9.2;4.29
77;1006;3;130228;-1.72958;29.24581;450;151.28;151.28;X130228_3.TOB;Near Plant Monitoring/2013;7.3;9.2;4.29
77;1007;4;130228;-1.72806;29.24342;465;155.716;155.72;X130228_4.TOB;Near Plant Monitoring/2013;7.3;9.2;4.29
77;1008;5;130228;-1.72834;29.24077;489;156.032;156.03;X130228_5.TOB;Near Plant Monitoring/2013;7.3;9.2;4.29
77;1009;6;130228;-1.7302;29.23875;490;155.95;155.95;X130228_6.TOB;Near Plant Monitoring/2013;7.3;9.2;4.29
77;1010;7;130228;-1.73305;29.23858;483;155.886;155.89;X130228_7.TOB;Near Plant Monitoring/2013;7.3;9.2;4.29
77;1011;8;130228;-1.73557;29.23983;508;154.7;154.7;X130228_8.TOB;Near Plant Monitoring/2013;7.3;9.2;4.29
77;1012;9;130228;-1.73701;29.24258;533;154.311;154.31;X130228_9.TOB;Near Plant Monitoring/2013;7.3;9.2;4.29
77;1013;10;130228;-1.73664;29.24523;550;155.179;155.18;X130228_10.TOB;Near Plant Monitoring/2013;7.3;9.2;4.29
77;1014;11;130228;-1.73452;29.2472;546;155.741;155.74;X130228_11.TOB;Near Plant Monitoring/2013;7.3;9.2;4.29
77;1015;12;130228;-1.73223;29.24542;229;156.115;156.12;X130228_12.TOB;Near Plant Monitoring/2013;7.3;9.2;4.29
77;1016;13;130228;-1.7306;29.24398;219;155.691;155.69;X130228_13.TOB;Near Plant Monitoring/2013;7.3;9.2;4.29
77;1017;14;130228;-1.73056;29.24195;203;156.996;157;X130228_14.TOB;Near Plant Monitoring/2013;7.3;9.2;4.29
77;1018;15;130228;-1.73222;29.24108;193;156.851;156.85;X130228_15.TOB;Near Plant Monitoring/2013;7.3;9.2;4.29
77;1019;16;130228;-1.73397;29.24266;193;155.58;155.58;X130228_16.TOB;Near Plant Monitoring/2013;7.3;9.2;4.29
77;1020;17;130228;-1.73345;29.24423;208;156.755;156.76;X130228_17.TOB;Near Plant Monitoring/2013;7.3;9.2;4.29
77;1021;18;130228;-1.7295;29.24852;690;77.849;77.85;X130228_18.TOB;Near Plant Monitoring/2013;7.3;9.2;4.29
78;1022;3;130307;-2.09725;29.20277;1174.3;80;81.07;X3121638_3.TOB;Near Plant Monitoring/2013;7.07;9.09;3.91
78;1023;9;130307;-2.0868;29.20259;32;360;353.48;X3121638_9.TOB;Near Plant Monitoring/2013;7.07;9.09;3.91
78;1024;10;130307;-2.0913;29.20258;397.5;360;357.18;X3121638_10.TOB;Near Plant Monitoring/2013;7.07;9.09;3.91
